symbol	Ratio L/H normalized S1.1	Ratio L/H normalized S1.2	Ratio L/H normalized S1.3	Ratio L/H normalized S1.4	Ratio L/H normalized S1.W	Ratio L/H normalized S1.X	Ratio L/H normalized S1.Y	Ratio L/H normalized S1.Z	Ratio L/H normalized S2.1	Ratio L/H normalized S2.2	Ratio L/H normalized S2.3	Ratio L/H normalized S2.4	Ratio L/H normalized S2.W	Ratio L/H normalized S2.X	Ratio L/H normalized S2.Y	Ratio L/H normalized S2.Z	Ratio L/H normalized S3.1	Ratio L/H normalized S3.2	Ratio L/H normalized S3.3	Ratio L/H normalized S3.4	Ratio L/H normalized S3.W	Ratio L/H normalized S3.X	Ratio L/H normalized S3.Y	Ratio L/H normalized S3.Z	Ratio L/H normalized S4.1	Ratio L/H normalized S4.2	Ratio L/H normalized S4.3	Ratio L/H normalized S4.4	Ratio L/H normalized S4.W	Ratio L/H normalized S4.X	Ratio L/H normalized S4.Y	Ratio L/H normalized S4.Z	Ratio L/H normalized S8.1	Ratio L/H normalized S8.2	Ratio L/H normalized S8.3	Ratio L/H normalized S8.4	Ratio L/H normalized S8.W	Ratio L/H normalized S8.X	Ratio L/H normalized S8.Y	Ratio L/H normalized S8.Z	Ratio L/H normalized S9.1	Ratio L/H normalized S9.2	Ratio L/H normalized S9.3	Ratio L/H normalized S9.4	Ratio L/H normalized S9.W	Ratio L/H normalized S9.X	Ratio L/H normalized S9.Y	Ratio L/H normalized S9.Z
ME2	1.042948624	1.266800948	1.47505679	0.947238799	1.078004398	1.043852232	1.560549313	1.096106629		0.684650144		0.855285665		0.69827526	4.67486326		0.660109578	0.814133355	0.954107432	0.884016973	0.867829558	0.700623555	0.738225306	0.660720185									0.551085639	1.033516955	1.058201058		2.289482119	6.148927012	2.83712089	5.011777678								
MEA1			2.139311997	2.35926957	1.811003658	1.630496812	1.719040088	2.03512628	1.128553533	0.988924051	0.702099277	0.734645901	0.93092534	0.918864284											2.356434244	2.199397365	1.481196214	1.112532681	2.219854378	1.781610219	1.089763848	1.060771605	3.531946456	3.185423502	2.39182951	3.013409673	1.723989311	1.886650064	1.90719585		1.72470292	1.579155152	1.299376299	1.573935626	1.04869071	0.9765625	0.860659265	1.048569751
MEAF6											0.386383834		0.417101147	0.45772875	0.718855582													1.024117978				1.025514808																
MECP2	0.719942405	0.742886858	0.739480884	0.920810313	1.375705049	1.172566631	1.319034994	1.120485843	0.380589914	0.270365263	0.438558021	0.459031444	0.332424706	0.450085516	0.558971492	0.526565215	2.287387346	1.085575952	2.006903749			1.346021832			1.238175425	1.290772269	0.959969281	0.85947572	1.510140594	1.517059332	1.184244807	1.134339871	1.558433463	1.394719592	1.221717246	1.155575072	0.911826388	0.710075978	0.820748523	0.824810294	1.756080428	1.48597242	1.599078931	1.560232787	1.473513593	1.193146566	1.590077914	1.389467834
MED1									0.636983247	0.556452062	0.701016474	0.65027962	0.503676841			0.768935025											1.273285203					1.024768658		1.491357583			1.339530896	1.075291942	1.25316424		1.268938913	1.231891199		1.220822346	1.066643912	0.987947046	0.764876855	2.103226349
MED10	0.876885303											1.997762506															0.650364204					0.759013283	0.975800156					0.856531049	0.89031339	1.000920847		0.848896435					0.930232558	
MED21					0.953652489			0.942684766																						0.824130542	0.778089013	0.747775368			0.954198473		0.887862914		0.966370313	0.841396719	0.916590284			0.892458724	0.802825947	0.929022668	0.930405657	0.873973082
MED22	0.709823964	1.130684516		0.760282825		0.762253221		0.708817692	2.282688093									2.522513432			0.8200082	0.901794571											0.604339155	0.58702671	0.578636732	0.617207752	0.878271562	1.033431509	0.958313368	1.130786801		0.541623788	0.80586671	0.731154493	0.499151443			0.805088157
MED29				1.192705414									2.032644267																				1.414887446	1.235452546	1.305176329	1.374343751	1.50727259	1.642791431	1.664890783	1.68861871	0.679948324		0.787835815		0.617474529	1.295252898	0.690464683	0.635162602
MED30																																							1.306728344							0.916086479		
MED4	0.969461949	1.068056564	1.016642437	1.023541453	0.948496633	0.975324295	0.960614793	0.888099467		2.7605245	3.165759149	3.023157386		2.970797065	1.600691499							1.086189106			0.92089511	0.947957152	0.847026935		0.832015975	0.752615338	0.758840492	0.655565753	0.888178346	0.981450584	1.103119622	0.982028872	0.737028302	0.751201923	0.758725341	0.719579765	0.938790837	0.944643869	0.866476042	0.92089511	0.915583227	1.0159401	1.055041516	1.013160961
MEF2D		0.618811881						0.64897138		1.085092992	1.371742112																0.840124338							1.00724207						1.426289366	0.720305409	1.176249177						
MESDC2	0.858074481			1.115909522	0.857927248		1.01622918			0.345482812	0.348589954	0.399090075	0.401090967		1.839587932	0.950209046	0.940114694	1.163061177	0.964506173		1.017790986	0.85041245							0.738443361	0.881057269		0.895896793	0.746101619	0.62150404	0.655479811	0.606980273	0.732708089	0.802825947	0.740356852	0.938174313		0.95520107	0.735186002	1.040766837	0.798212005	0.65066042	0.78566939	
METAP2																									1.19594336	1.172649132	1.069736096																					
METTL14		1.004036226				1.088423527						5.013536549																					0.661113315	0.609607413			1.043373016	0.989021857	0.958680855					0.871915599			1.39774125	1.307976038
MEX3C																																															1.450999739	1.545571166
MFAP1	1.309140418	1.646903821	1.331504733	1.168319839	1.132169463	1.171248199	1.119758132	1.104069601	1.093984181	0.991473329	1.02770698	1.110802555	1.167896851	1.174632634	0.809454428	0.885661146	1.353656225	2.233139795	1.392408588	0.990197049	1.255272143	1.299275005	0.411184211	0.493218249	1.075905105	1.407875656	0.809585492	0.662251656	0.942507069	1.098020269	0.694540908	0.733514267	1.287216651	1.215125887	1.08382286	1.250093757	0.946611132	1.008125491	0.945268929	0.963948332	1.159164938	1.06058035	1.067839867	1.135808639	1.126240272	1.129598879	1.07751654	1.114876918
MFF									1.14998045	1.539124546	1.025251956	1.031970444	1.091643469	1.380834024		0.971156648													1.549306685		1.447638901	1.33083137	1.292557454	1.526857422					1.96594975									
MFGE8																															1.455349866	1.02109584																
MGEA5			1.135976372	1.377353553	1.352850456	1.65722051								0.761498629			0.927299703	0.913158616	1.014425125	0.699692135	0.869262865	1	0.753295669	0.829531315	1.539219308	1.222434111	1.696352841	1.812217974	0.766283525	0.634397006	1.173405928	1.157005669	0.99940036	1.612357105	1.421019724	1.385674893	5.176787286	5.550929781	5.433306167	3.125683743	1.271585158	2.199252254	2.248302532	1.317905058	1.996964614	3.575259206	2.911547196	1.212253458
MIA3	0.762020879	0.910415149	0.704970039	0.744823477	0.893734918	0.724690195	0.807363152	0.896458987	0.898149811	0.811359026	1.050067204	1.075812507	0.953107129	0.885582713	1.404494382	1.211445739	0.964971533	1.060175565			0.877192982	2.080039937							1.860811314	1.560744163	1.694570596	0.951112802	1.119394631	0.978569332	1.098961481	0.922764603	1.107113202	1.964134897	1.230814676	1.355656477	0.946969697	1.114852059	1.090191547	1.003099578	1.163697299	1.103083117	1.138783551	1.156336725
MICAL2																							1.818644746	1.627604167																								
MICAL3									0.844951415		0.922764603	0.904731747	0.803923145				0.602191979	1.000790625	0.71204785			1.034457789					1.25161145	1.9132165	1.685061926		0.993344591	0.893255918																
MIEN1									2.301178203	2.042733995	2.245576215	2.768625931		1.935134298		4.731935835			1.204209918	1.123974373	1.272232259	1.180163807			0.983284169		1.743101675			1.109890232	1.266833044		0.919793966	0.964413155	0.938086304		1.030216242		1.661433152	1.456855232	0.905223138	0.975895384	0.875503414	0.781494217	0.830978893	1.017614914	1.300491586	1.186985887
MIER1	0.58285248				0.730246823			1.076333577											1.031533994						0.400689185	0.795481664		0.612407373			1.008318629	0.971062342		0.682966808	1.01369502	0.78015291	0.68115251	0.947777462	1.188551868						0.795798186		1.253431268	1.25089126
MIF	0.943841435	0.939143501	1.075245694	1.026019864	1.022620362	1.145081873	1.198509055	1.104923539	2.70533492	3.352329869	6.119576525	5.642385601	2.684707904	2.752470342	25.65549797	23.31382743	0.6710959	0.803600129	0.912741877	0.988239945	0.882768362	0.803535556	0.923702198	0.851426139	1.118117984	0.984930562	1.250171899	1.250672236	0.637999234	1.015197507	1.053008445	1.26794137	0.534702171	0.864603147	1.018070756	0.848104486	1.724613687	2.520796572	1.778758071	2.012679883	0.827335153	1.075245694	1.656616526	0.977899472	1.17286919	1.195171507	1.906577693	1.420454545
MINPP1																						1.066837361		1.725774441	0.747160789							0.943218261																
MISP									0.45034902	0.49017205	0.571200091	0.690798563			1.380147952	1.248907206									1.164429022	1.215081593	1.194143918	0.878580214	1.036054704	1.175198609	1.241156758	1.071352046									1.425984286	1.308010255	1.287531545	1.256455038	1.148567162	1.045850067	0.834028357	0.705318098
MKI67	1.340320873	1.244586051	0.79358781	0.827883103	1.051314669	1.076495791	0.712910815	0.803019353	1.060861632	0.950209046	0.962093515	1.043209748	0.590527932	0.626252505	0.542358173	0.37245335	1.619931639	2.842120222	1.357312521	0.953288847	1.482535729	1.701693185	0.843099233	0.591226203	0.604302635	0.580990007	0.493729634	0.505356782	0.73664825	0.803664711	0.673491379	0.573526038	3.09281539	3.344593465	2.726281352	3.082614057	1.93068829	1.967458241	1.517496737	1.600896502	1.455307506	1.122044814	1.118680852	1.320637604	0.780822987	0.661157025	0.526371197	0.41955108
MKL2	1.38544452	0.989315394	1.125657102		1.581878006	0.709471444		1.551879326		0.886524823		1.102256319	1.042437636	1.134571529						0.384985563	1.104520804			0.495982541	1.131503315	0.572606505	1.096888128		1.431844215	1.334329633	1.622138952	0.77778642	0.735997645	0.893255918	0.778694907		0.799424414		0.729820464		0.731207956	0.694251597	0.763533634	0.690607735	0.789328282	1.103314356	0.754147813	0.835980605
MLF2																							1.523925632										1.018070756		0.960061444	0.853096741					1.009081736			1.115722765	1.183558012	1.175433441		
MLLT11	1.186774584						1.527347151											1.05695955																														
MMP14																		1.595939929	1.299207483	0.867528412	1.44749222	1.147776184	1.057831657										1.366250871	1.568627451			1.098575148						0.994629003	1.354279523		1.473665596		
MMP15																																									0.815993472	0.850267834					1.282281435	
MMTAG2	0.915750916		0.674900452	0.947508054	0.888651915	1.207860758	0.713572142	1.052354644	0.59311981	0.651126449	0.670735797	0.63379389	0.666488936	0.636132316	0.595592615	0.652997257													1.175585442		1.495036479	2.085940759	0.892936869	0.911826388	0.831186103	0.88269044	1.478371426	0.92284976	0.78125	0.962463908	1.185466185	1.246851699	0.97599063	1.15532141	0.941619586	0.919455682	1.024443215	0.977803853
MNAT1				1.53085437		1.495774437	1.512561826												1.059243488													0.797193878	0.482998454	0.68766332	0.570613409	0.787711698	0.75289866	0.896780558	0.799105002	0.67902492	1.156804905				1.308660717	1.290539058		
"MOB1A;MOB1B"							0.842318059											0.566829158			0.632151211		1.058503488	1.117231055	0.893894699																							
MOGS																				0.792958528				1.040149782																								
MORC3																																						0.981354269	0.874508089									
MORF4L2							1.054474134	0.884877444		0.69213732			0.912242292													2.53762022																						
MOV10																							1.27793894															1.271973339										
MPHOSPH10	0.642508353	0.798403194	0.887705282	0.856457691	0.862143288	0.944911651	0.840124338	0.897021887	1.410297996	1.450789229	1.531487381	1.265598502	1.297656432	1.408192866	1.505117399	1.449800652	1.82258917	1.85264094	1.162777177	0.919793966	1.026683504	1.042568054	0.452018262	0.663878377	0.82487833	0.985901607	0.851571149	0.702888873	0.868432479	0.941974378	0.819269212	0.650618087	1.180930337	1.089253426	1.270712616	1.113709767	1.150509676	1.339710355	1.190646283	1.208240198	1.009142834	1.076530557	0.998801438	1.023038835	1.000110012	1.086554969	1.176166169	1.15933964
MPHOSPH6	0.75999392	0.95038966	0.761092929		0.769645194	0.711541198	0.644454469	0.672043011																						0.781616383	0.693337031		0.808472795	0.770060065	0.742170105	1.909818376	0.81360345	0.739590267	0.848392297	0.910332271	0.764818356		0.745600954	0.808668931	0.791765637	1.038130535		1.914095399
MPHOSPH8	0.573690551	0.610426077	0.471631373	0.604302635	1.042937747	0.988630746	0.734160487	0.644870059	0.537201182	0.402998307	0.643873543	0.729767204	0.483675937	0.481139338	0.973615033											0.839278221		0.604960678			0.916590284	0.873286176	4.128648693	1.428061407				1.408351525	1.482447818	1.374305975	1.381749848	1.544592382	1.65598556	1.544544668	1.421827902	1.460216404	1.623640201	1.205589111
MPLKIP												0.231406489		0.295831731																																		
MPRIP									0.44668781	0.612107486	0.712199986	0.632671138	0.411742908	0.406818274	0.979911808	0.519183843		1.429960533	0.986485153	0.811293201	0.805217811	1.081010961	1.050023101	1.090298524			0.805801773														0.827746048	0.948316738	0.862738331	0.962093515	0.951203272	0.791139241	0.960245823	0.857559386
MPST	1.028393957	1.118593257	1.714383679	1.445755263	1.339638566	1.58070278	1.652346332	1.370107005									0.799552251	1.43006278	0.8526603	0.886446237	1.149874664	0.865051903	0.991178511	1.071937742				1.59611824			1.244648014	1.163981749	0.519615485	0.971534052	1.692190541	0.973899494	4.217096108	5.123738279	3.359537728	3.877321546			3.149209548	1.378853897			4.332192523	2.661556478
MRC2																	0.942418245			1.133221522	0.950841495		0.917431193	1.090191547				2.341975222																				
MRE11A	0.724060531	0.80012802	0.490580848					0.493218249		0.791702953	0.726691374	0.860289057	0.620155039	0.64897138			1.038497087				1.089740097			0.482415939	0.969932105	0.774653343	0.739262216	0.640163882	0.660109578	1.080625466	1.19670189	0.948766603										0.768935025	0.737517516	0.723274989	0.826104915	0.6687174	0.689037415	0.709773582
MRFAP1	1.058425064	1.080777295			0.533646406	0.595805529	0.504210155	0.516422227	1.729984084	2.11770187	1.340069416	1.364740563	1.426940639		1.032087604							1.016435766			2.32942766			2.510229184	1.551349674						1.395965659	1.442065037					0.942862531	0.916758343	0.840901446	0.957487553	0.634276291	0.669030575	0.702691308	0.618658748
MRGBP			1.397311573	2.18579235			1.291789387									2.620064454						3.428532245	1.475579165													1.304018987		2.213662726						1.692763436			1.286206719	
MRI																0.601106035																								0.850701829					0.819806526			
MRI1																																	0.480076812							3.194275858								
MRPL12	1.2285616	1.103399574	1.17930091	1.246354413	1.175350548	1.163182934	1.197576106	1.266512152	1.748312878	1.71464824	1.709781661	1.585590157	1.526624328	1.518326197	1.6260427	1.410039481	1.674565032	1.983182611	1.536759282	1.188834467	1.043699707	1.14416476	0.333990181	0.439889148	0.899118864	1.000310096	0.850846592	0.671185986	0.914578379	1.009326174	0.784313725	0.773156023	0.977708252	0.843099233	0.889284126	0.942951438	0.956846235	0.830564784	0.857485851	1.012545438	1.097441863	1.074818087	1.044953918	1.084281176	1.079260922	1.036806636	1.153748529	1.341075811
MRPL13																	0.83654007			1.293778221	0.943485234	0.916422287		1.484141943															1.194543326	1.53609831								
MRPL15																			0.671772135		0.554262277	0.574349549	1.858977934	0.986290561								1.194329324																
MRPL17																					1.258257314		1.246168033													0.99950025		3.728421759										0.914913083
MRPL19																				0.992457324	0.895495657		1.185241374								0.954653938	1.141383128																
MRPL23																	0.758150114					0.890154887																										
MRPL34	2.295420636	2.394980122			1.874273719	2.385154797	2.096699795	2.231644722	4.246825498	5.497526113				6.595870985															0.991866693																			
MRPL39																							1.254390366	0.916590284									1.046769669															
MRPL4																	0.945894816		0.840760047			0.853533629	1.415728746	1.254815354																								
MRPL40								1.105473198	0.415852289	0.365804587	0.517517984	0.456808734		0.498181637	0.894534395	0.764642912	1.073860098								1.055943908	1.043634352			0.838152711	0.928418903	1.145134324		1.247816321	1.241865779	1.212444531	1.228259802	3.30141961		1.448456669	1.440569313	0.8492569	1.056122341	0.889917238	0.937998312		0.808799741	1.204224419	1.089906377
MRPL41		0.777604977		0.875656743			0.917094644										0.924299843			2.116939752	1.125137829				1.506614036							0.919963201																
MRPL43																				0.995916741	0.948856628		0.972384286	0.892458724																3.119540804								
MRPL44																	0.881445571	0.549058365	0.693240901	1.135318627	0.72838517		1.177315485	1.311699044																								
MRPL47																2.559508574			0.681338148		0.714438808		0.546866455	0.93405567	0.998302885						0.709421112	1.07553481					2.943947244											1.363326517
MRPL49		1.137462322	1.078515962	1.146802142	1.042937747	1.009835801	0.847529452	1.031949146	1.519433555		1.557535356		1.180972176			1.367652288	1.383834051			0.702148575					1.105693214	1.079831978	1.025704146	0.867678959	0.762485703	0.924898261	0.802954874		0.921913893	1.069129942	0.720305409	0.801346262	0.939231708	0.981450584	1.097911772	1.04455006			0.98804466				1.033249985	
MRPL50	1.264254469	1.394058523	1.197518741	1.374475981	1.046101702	1.113127108	1.052775643	1.073837034									1.054451896		1.088956888	0.845522956	0.726269155	0.882534639	0.801860316			1.265182186	0.551176762				0.482578902	0.476349259	0.476190476	0.523450586	0.546209307	0.583737085	0.779119595	0.91016656	0.714591968	0.735835173	0.696718456	0.654621629	0.817661488	0.886682036	0.905469033	1.053751884	1.033378113	1.227129376
MRPL52				0.937822376				0.768757688	0.332115576	0.32118195	0.317470396	0.34266525		0.257261197																	0.890947969		1.223570869	1.078492699	0.857118368			0.712352187						0.876040298			0.69051236	
MRPL54									0.461510061		0.544721647	0.48947626				0.728544368									1.628240198		1.085081218						1.546359869			1.37258939	0.9829942					1.206141673					1.090108357	
MRPS23			1.393650528														0.935979034	0.760629801		1.121302505	0.850846592	0.756601347		0.934230194		0.552944429	1.091333719			0.704771302				0.773275595					1.69124611	2.153362476								
MRPS27		2.564365576		2.408709895	2.181120223	2.679384813	2.714956696	2.485460059										0.713623064				0.909752547	1.213135835	0.981257973										0.872828838	1.669895131			3.782291312	2.423713614	2.72168091				0.716691751		1.581627811	2.238689024	1.903058215
