Symbol	COLO320DM	UO-31	OVCAR-4	ABC-1	RKO
UBE2M	0.314602582	2.244431148	0.348661925	-1.412527519	0.723699777
UBE2O	-0.35439336	0	2.151637497	0	0
UBE2V1	2.139171581	0.3802046	0.789058239	0	1.259578934
UBE2Z	2.133611168	1.130077027	0	0	0
UBE4B	0	0	-2.09739978	0	0
UBFD1	0.515536226	0.351039841	-0.752725123	0.99930004	-0.770675944
UBL4A	-1.572500775	0	-0.47573037	0.817783788	0.032584184
UBLCP1	0	0	0	0	0
UBQLN1	-0.077234347	-0.613892824	-0.376377709	-0.035745367	-0.112137985
UBQLN2	0.037312353	-0.592245325	-0.272769691	0.232195517	0
UBQLN4	-0.09412556	-0.601944165	-0.245684913	-0.162880203	-0.069009523
UBR7	0.125104684	0	-0.332800093	0	0.187861912
UBXN1	-0.056573156	-0.448658935	-0.087889874	0.447540739	-0.145862842
UBXN4	0	1.798274609	1.903312008	0.41882572	0
UBXN7	0.279808061	-0.226102483	0.031309435	0.213582309	0.023636306
UCHL1	0.012050383	-0.006056732	-0.090871103	0	0
UCHL3	0.30530111	0.005038758	0.344251652	-1.40398273	0.831879288
UCHL5	0	0.281121431	-0.447300928	0	0
UFL1	0	0.51356649	0	0	0
UFM1	0.032711562	-0.327301535	-0.231720117	0.427682728	-0.06565255
UGDH	0.393049618	0.444889636	0.862374267	1.026810946	0.82328405
UGGT1	0.327505008	0.234442224	1.084968091	-1.001667919	-0.520908997
UGP2	-0.358978684	0.282265309	0.444802194	-0.023641229	0
UIMC1	-1.531548776	0	0	0	0.718009584
UMPS	0.029550705	0.237253672	0.450711233	0	0.517665903
UNC13D	0	0.252923215	0	0	0
UNC45A	0	0.879596755	1.940407432	1.331536918	-0.370283921
UPF1	0	0.094824832	0.431136906	0	0
UPF2	0	1.289979162	-0.100822562	0.946153815	-1.675757418
UPF3B	-0.103257071	0	0.036861407	-0.030699448	-0.253483565
UPP1	0	0	0	0	1.50765006
UQCC2	-0.026299428	-0.161934847	-0.607945452	0.524980609	-0.03103936
UQCRB	-0.028198354	-0.70891498	-0.446149454	-0.068322891	-0.146532303
UQCRC1	0.256871727	-0.032171826	0.25000583	0	0
UQCRC2	0	-0.240316001	1.889160943	0	0
UQCRH	-0.524775784	0	0	-2.148230689	-0.315283006
URI1	0.170726706	1.38432953	0.383242756	-0.293727034	0.177327829
URM1	-0.240382065	0.220019981	-2.272478209	-0.452301878	0.743158076
UROD	0	1.539818406	0	0	0
USF1	0	0	-0.258335209	0.524821529	0
USF2	1.839992996	0	0	0.094359939	0.9106107
USO1	0.234940861	-0.231918585	0.1941306	1.559164504	0.344352146
USP10	-0.296288051	-0.321254273	0.682609662	0.282006997	-0.392124509
USP14	-0.074035628	0.303386696	0.88326552	3.186559351	0.26490767
USP15	0	0	0	0	0
USP36	0	0	0	0	0.231084666
USP47	0	0	0	0	0
USP5	0.08585697	0.214634042	0.369348396	0	0.735061933
USP6NL	0	0	0	0.824790225	-1.896167519
USP7	1.12236732	0.130649491	1.287593006	0	0.963713272
USP9X	0	0	1.558906117	0	0
UTP14A	0.193172558	-0.458235773	-0.54398932	0.036347749	-0.038115061
UTP14C	0	0	0	0	-1.388473828
UTP3	0	0	0	0	0
UTRN	0	0.964431574	0	0	0
VAMP2	0	0	-0.195179504	0	-1.237857631
VAMP7	0	0	0.508213639	0	0
VAMP8	0	1.342213732	0.579558029	0.976173415	0
VAPA	-0.067785671	0.313307272	0.891486556	0.548651833	0.073747029
VAPB	-0.178261765	0.030535211	-0.084120846	0.451808153	0.037967667
VARS	-0.00632487	0.25504074	0.331820887	-1.424608929	1.083205656
VASP	0	0.10279417	0.469494818	0.95203465	0.163229105
VAT1	-0.793156647	0.283610232	0	0	0.605874334
VBP1	-0.138698572	0.013591658	0.064484217	0.429059753	-0.026084489
VCAM1	0	0.074828436	0	0	0
VCAN	0	-0.274485288	0.044038805	0	0
VCL	0.21177386	0.157616918	0.198119941	1.667243564	0.916011261
VCP	0.170288567	0.227039823	0.274490644	1.359472443	0.703457594
VCPIP1	0	0	0	1.258427326	0.589828986
VDAC1	0.075792548	-0.168628706	-0.020357796	0.105001153	0.346957924
VDAC2	0	0.574606969	-0.170107286	-0.610787253	-0.646253771
VGLL4	-0.990698287	0	-0.388133241	-0.186417545	1.011874997
VIL1	0	0	0	0	0
VILL	0	-2.746865655	0	0	0
VIM	-0.245778636	-0.11925972	-0.214307134	0.905763934	-0.768546495
VPS26A	0	2.150454716	0.493988161	1.862334839	0
VPS28	0	0	0	0	0
VPS35	0.351973661	0.263417918	0.494791496	0	0
VPS37C	0	0	0	0	0.1742272
VPS4A	0	1.905256171	0	0	0
VPS4B	1.320313633	0.205074059	0	0	0.47256544
VTA1	0	1.010395396	0.21079701	0.661107504	-0.897707832
VTCN1	0	0	0.353206596	0	0
VTI1B	0	0	0	0.223337433	-0.197366265
WAC	0	0	0	0	-2.082559763
WARS	1.988607221	0.446115237	0.59261995	2.675447885	0.997982858
WASF2	-0.12322865	-0.498949139	-0.093769143	0.325621872	-0.177016305
WASL	-1.181056563	1.308043989	0	-0.773115206	-1.922332195
WBP11	-0.009785191	-0.593768583	-0.308935464	-0.034429272	0.061392948
WBP2	-1.617007334	-1.698147209	0	0	-0.693447871
WBP4	-0.081938343	0	-1.331145313	-0.049994524	-0.028762199
WDHD1	0.243015949	0	0	0	-1.620715565
WDR1	0.172167922	0.446666065	0.385664938	1.702658911	1.124430346
WDR33	0.512649291	0	0	0.233499809	-0.141694155
WDR36	0	-0.997385462	0	0	0
WDR43	0	0	0	0	0
WDR44	-0.615317832	0.768244203	-0.367662123	0.981769785	-0.288194489
WDR61	0	-0.056766308	1.028519926	0	0
WDR75	0	0.971939319	0	0	0
WFS1	0	0.779955609	0	-0.265638877	0
WIPF2	0.213036085	-0.675991929	-0.392058416	0.474434185	-0.442210126
WNK1	0	-0.241196491	1.922872645	1.480341953	0.07009278
WNK2	0	0	0	0	0.12869127
WRNIP1	0	0	-1.027011829	1.760136958	-0.437837113
WTAP	-0.058639865	-0.33015694	0.125356896	-0.007701287	-0.201797693
WWTR1	-0.718711537	0	0.800837862	-2.580650937	2.326003087
XAGE2	0	0	0	-0.39559406	0
XIAP	0	0	0	0	1.403855257
XPNPEP1	0.942576016	0.352433079	0.881189317	0	1.836628538
XPO1	0	0	1.480821779	0	0
XPOT	0	0.816951546	0	0	0
XRCC5	0.265409417	0.420866322	0.341704407	-1.443249323	0.953847072
XRCC6	0.13857535	0.280865476	0.417106757	1.13574967	0.831229553
XRN2	0.632754847	0.204000877	2.021672318	0	0.969093832
YAP1	-0.367093015	-0.669121707	-0.355123741	-0.298627943	-0.15167004
YARS	0.416908125	0.073526254	0.029713961	-0.536831832	0.763953088
YARS2	2.355636703	0.515529092	0	0	1.114849292
YBX1	0.062928619	-0.671353745	-0.438741845	-0.117002645	0.000786682
YBX2	0	0	-0.500872192	0	0
YBX3	-0.528966587	0	-2.537728932	-1.003426862	-0.055722589
YIPF4	0	0	0	0	0
YKT6	0	0.135963324	0.067779877	0	0
YLPM1	-0.016969939	-0.534138677	-0.04345895	1.22285283	-0.208729615
YTHDF1	-0.388297209	-0.017603344	-0.185472881	0.377340953	0.321124519
YTHDF2	-0.411569055	-0.853381801	-0.474093285	-0.108038353	0.132750864
YTHDF3	-0.127640343	-0.072962904	-0.383401872	0.087909172	0.139994867
YWHAB	0.080817541	0.237385668	0.346833622	1.962811802	0.634507536
YWHAE	0.207053174	0.21036034	0.365053815	1.026274483	0.642576353
YWHAG	0.095448593	0.202071449	0.331025573	1.321969579	0.452336878
YWHAH	0.389220844	0.133019157	0.333018184	1.017553542	-0.164377002
YWHAQ	0.01439528	0.184433763	0.434721475	1.418157865	0.797009367
YWHAZ	0.133613959	0.251525101	0.269750897	1.299608474	0.72553027
ZC3H11A	0	0	0	0.417131804	0.254342408
ZC3H13	0	0	0	0	0
ZC3H14	0	0	0	0	0.146543485
ZC3H15	-0.413624185	-0.499599613	-0.401281607	0.171139303	0.141842648
ZC3H18	-0.154842654	-0.518671039	-0.384958144	-0.326068774	-0.425286878
ZC3H4	-0.054408528	-0.449422392	-0.311996008	0.064263709	-0.064071217
ZC3H8	-1.230515965	0	-1.419192262	1.547367291	0.734102293
ZC3HAV1	0	-0.326549481	0.108088562	0	0.175182267
ZCCHC11	0	0	0	1.92642664	-0.524194106
ZCCHC8	0.047049049	-0.337560706	0.219583648	-0.578958931	0.035867917
ZCCHC9	0	0	0	0	0.16666427
ZDHHC5	1.381615654	-1.069044431	-0.512049747	0.113879348	0.123068621
ZEB1	-0.110895579	0	0	0	-0.066579501
ZFAND6	1.642464988	0	-0.246627048	-0.038683929	0.022757404
ZFR	0	0	0	0.471394389	0
ZFYVE16	-1.017818699	0.809547723	-0.564810796	0.517258652	0.219475615
ZFYVE19	1.282387588	0	-0.912865662	-0.812342543	-0.143395713
ZFYVE9	0	0	0	0	0
ZGPAT	-1.297226696	0	0	0.135662552	1.346364257
ZNF143	-0.094547543	-1.715023156	-0.806376548	0	-0.031585046
ZNF148	-0.024909491	-1.299684921	-0.308428685	-0.014955357	-0.023390391
ZNF185	0	-0.460122423	-0.162776554	0.106700924	0
ZNF207	-0.414384303	0.080646196	-0.46416597	0.332545083	-0.137231091
ZNF281	0	0	0	0	0
ZNF326	-0.034888252	-0.357215291	-0.149528474	0.069747817	0.405649107
ZNF593	-0.268669355	0	-0.671782661	-0.224240238	-0.05950925
ZNF609	1.123671077	0	0	0	0
ZNF638	-0.143166719	0.224744984	-0.166101253	0.004294253	0.111521179
ZNF644	0	0	0	-1.705873125	0
ZNF706	0	0	0	0	2.36037472
ZNF768	0.387131383	0	0.697265186	0	0.271448079
ZNF830	1.619875862	0	0	-0.093918054	-0.295273812
ZPR1	-0.002810719	-0.498147764	-0.096815808	-0.317543351	0.218966259
ZRANB2	-0.210551457	-0.159951301	-0.651367965	0.065010003	-0.177115677
ZW10	0	0.920903798	0	0	0
ZWINT	-2.271356296	0	-1.721249471	0	-0.16482452
ZYX	-0.389080746	-0.237887498	-0.190000024	0.058329739	-0.170867739
